INPUT:comment	OUTPUT:quality	GOLDEN:quality	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Uggghhhh this makes me sooo mad😡😡 As always, I admire your strength in sharing pieces of your story and continuing to be a voice for so many topics that usually just get ignored. With awareness comes change!!✊🏼💜💜💜	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cb08342200cc3f3a5dd	00016b1b6b--608f1cb08342200cc3f3a5dd	c88f433c97407e26a9c41836af34e51c	APPROVED	2021-05-02T21:42:08.215
@antifeminists1 hmm I wonder if men talk about eachother in overly sexual ways saying they have great cock sucking mouths and that they have great arses and that they would LOVE to have sex with eachother. No. That’s just inappropriate workplace behaviour overall. There’s a line you draw in a workplace. It has nothing to do with ‘women’ it’s just a lack of having humour and proper respect	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cb08342200cc3f3a5dd	00016b1b6b--608f1cb08342200cc3f3a5dd	c88f433c97407e26a9c41836af34e51c	APPROVED	2021-05-02T21:42:08.215
Around 6💔	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cb08342200cc3f3a5dd	00016b1b6b--608f1cb08342200cc3f3a5dd	c88f433c97407e26a9c41836af34e51c	APPROVED	2021-05-02T21:42:08.215
@fantozzi.francesco_ Why am I tagged, I just made a reply saying they did ...	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cb08342200cc3f3a5dd	00016b1b6b--608f1cb08342200cc3f3a5dd	c88f433c97407e26a9c41836af34e51c	APPROVED	2021-05-02T21:42:08.215
FTP	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cd3022d7b13cb8e9cda	00016b1b6b--608f1cd3022d7b13cb8e9cda	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:42:43.046
@jalleskiperson The point is that it was completely inappropriate for this persons BOSS to make a sexual remark to her in a professional setting.	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cd3022d7b13cb8e9cda	00016b1b6b--608f1cd3022d7b13cb8e9cda	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:42:43.046
@theo59999 That’s literally not the point that is being made. You’ve twisted. It’s almost like you’re defending the behaviour?	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cd3022d7b13cb8e9cda	00016b1b6b--608f1cd3022d7b13cb8e9cda	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:42:43.046
"@libby_sargent hey, I'm very sorry. You shouldn't feel bad, your feelings are valid and it doesn't have to be very ""extreme""(rape) for it to be a bad or traumatic experience. It wasn't your fault nor it's your fault being affected by it. It's human. If you suffer too much remembering it though, please consider seeking professional help. Whatever you choose, I wish you healing ❤️"	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cd3022d7b13cb8e9cda	00016b1b6b--608f1cd3022d7b13cb8e9cda	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:42:43.046
@megglewwe I'm sorry you had to go through that, it's disgusting😫 I'm glad that at least the youth group leader noticed and did something	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cd3022d7b13cb8e9cda	00016b1b6b--608f1cd3022d7b13cb8e9cda	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:42:43.046
Gänsehaut 🧡	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cd3022d7b13cb8e9cda	00016b1b6b--608f1cd3022d7b13cb8e9cda	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:42:43.046
👏🙏🙏😍😍	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1cd3022d7b13cb8e9cda	00016b1b6b--608f1cd3022d7b13cb8e9cda	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:42:43.046
FTP	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d2bdd05ff4c5a21b052	00016b1b6b--608f1d2bdd05ff4c5a21b052	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:11.323
@theo59999 That’s literally not the point that is being made. You’ve twisted. It’s almost like you’re defending the behaviour?	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d2bdd05ff4c5a21b052	00016b1b6b--608f1d2bdd05ff4c5a21b052	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:11.323
👏🙏🙏😍😍	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d2bdd05ff4c5a21b052	00016b1b6b--608f1d2bdd05ff4c5a21b052	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:11.323
@jalleskiperson The point is that it was completely inappropriate for this persons BOSS to make a sexual remark to her in a professional setting.	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d2bdd05ff4c5a21b052	00016b1b6b--608f1d2bdd05ff4c5a21b052	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:11.323
"@libby_sargent hey, I'm very sorry. You shouldn't feel bad, your feelings are valid and it doesn't have to be very ""extreme""(rape) for it to be a bad or traumatic experience. It wasn't your fault nor it's your fault being affected by it. It's human. If you suffer too much remembering it though, please consider seeking professional help. Whatever you choose, I wish you healing ❤️"	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d2bdd05ff4c5a21b052	00016b1b6b--608f1d2bdd05ff4c5a21b052	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:11.323
@megglewwe I'm sorry you had to go through that, it's disgusting😫 I'm glad that at least the youth group leader noticed and did something	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d2bdd05ff4c5a21b052	00016b1b6b--608f1d2bdd05ff4c5a21b052	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:11.323
Gänsehaut 🧡	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d2bdd05ff4c5a21b052	00016b1b6b--608f1d2bdd05ff4c5a21b052	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:11.323
@j_l_sivaram_kumar you aren’t supporting children right now. I was a child when this happened but you don’t seem to be supporting me. Right now you are just yelling at people who are actually supporting people who have gone through something traumatic. Right now you are literally hating on and yelling at women. But sadly that is within your right. So yes we probably can’t do anything. But you aren’t being helpful. You aren’t bringing up a good point. You aren’t respectfully debating. You are being really rude, unhelpful, and ,not to sound crude, an asshole so I’d suggest you go and crawl back into that hole you came from. Sound good?	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d56bd792b786fcfaf44	00016b1b6b--608f1d56bd792b786fcfaf44	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:54.452
DEMOCRATS “LIBERALS “ ARE ALL JUST SICK PEOPLE I TELL YOU.😷 #Ibelievesurvivors #stopsexualabuse #webelieveyou #onelove #support #stoptheviolence #stoprape #nomoreabuse #BelieveSurvivors #IBelieveWomen #WhyIDidntReport #WomenAreTiredofThisShit #democratvirus #madeinusa #maga #madeinamerica #KAG #lgbtfortrump  #americansbeforeillegals #MAGA #WWG1WGA #buildthewall  #trump2020 #lgbtfortrump #madeinusa #democratsvirus #chinesevirus #MAGA  #thestormisnow	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d56bd792b786fcfaf44	00016b1b6b--608f1d56bd792b786fcfaf44	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:54.452
please don’t feel afraid to reach out! I hope you can learn to look over what your parents say to you, even if it seems very hard right now. I hope this motivates you to move out of home quickly and build a life for yourself outside of your parents and their criticisms. I’m here for you! it’s very brave of you to come out about this <3	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d56bd792b786fcfaf44	00016b1b6b--608f1d56bd792b786fcfaf44	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:54.452
❤️❤️❤️ Bin super stolz auf dich	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d56bd792b786fcfaf44	00016b1b6b--608f1d56bd792b786fcfaf44	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:54.452
@sebastianstenzel danke!	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d56bd792b786fcfaf44	00016b1b6b--608f1d56bd792b786fcfaf44	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:54.452
Your parents are toxic, abusive, but whatever they say stems from their own qualities- it doesn’t say anything abt u: as you’re their child they feel easy to dispense their negativity on you. You are strong, capable, beautiful, and keep working towards getting in a position where you no longer need to hv contact with them. I know it may seem worthless to even try but I promise you’re going to get there. Don’t hold yourself to their standards, set good ones for yourself. Please don’t end your life I think you are a great contribution to society and sharing your story assuredly gave strength to another to share theirs. ❤️	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d56bd792b786fcfaf44	00016b1b6b--608f1d56bd792b786fcfaf44	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:54.452
:(	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d56bd792b786fcfaf44	00016b1b6b--608f1d56bd792b786fcfaf44	5325b3b2dfdc157d329956aa7b14542d	APPROVED	2021-05-02T21:44:54.452
:(	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d98c00a69225ecdb980	00016b1b6b--608f1d98c00a69225ecdb980	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:00.756
please don’t feel afraid to reach out! I hope you can learn to look over what your parents say to you, even if it seems very hard right now. I hope this motivates you to move out of home quickly and build a life for yourself outside of your parents and their criticisms. I’m here for you! it’s very brave of you to come out about this <3	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d98c00a69225ecdb980	00016b1b6b--608f1d98c00a69225ecdb980	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:00.756
@j_l_sivaram_kumar you aren’t supporting children right now. I was a child when this happened but you don’t seem to be supporting me. Right now you are just yelling at people who are actually supporting people who have gone through something traumatic. Right now you are literally hating on and yelling at women. But sadly that is within your right. So yes we probably can’t do anything. But you aren’t being helpful. You aren’t bringing up a good point. You aren’t respectfully debating. You are being really rude, unhelpful, and ,not to sound crude, an asshole so I’d suggest you go and crawl back into that hole you came from. Sound good?	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d98c00a69225ecdb980	00016b1b6b--608f1d98c00a69225ecdb980	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:00.756
❤️❤️❤️ Bin super stolz auf dich	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d98c00a69225ecdb980	00016b1b6b--608f1d98c00a69225ecdb980	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:00.756
Your parents are toxic, abusive, but whatever they say stems from their own qualities- it doesn’t say anything abt u: as you’re their child they feel easy to dispense their negativity on you. You are strong, capable, beautiful, and keep working towards getting in a position where you no longer need to hv contact with them. I know it may seem worthless to even try but I promise you’re going to get there. Don’t hold yourself to their standards, set good ones for yourself. Please don’t end your life I think you are a great contribution to society and sharing your story assuredly gave strength to another to share theirs. ❤️	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d98c00a69225ecdb980	00016b1b6b--608f1d98c00a69225ecdb980	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:00.756
@sebastianstenzel danke!	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d98c00a69225ecdb980	00016b1b6b--608f1d98c00a69225ecdb980	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:00.756
DEMOCRATS “LIBERALS “ ARE ALL JUST SICK PEOPLE I TELL YOU.😷 #Ibelievesurvivors #stopsexualabuse #webelieveyou #onelove #support #stoptheviolence #stoprape #nomoreabuse #BelieveSurvivors #IBelieveWomen #WhyIDidntReport #WomenAreTiredofThisShit #democratvirus #madeinusa #maga #madeinamerica #KAG #lgbtfortrump  #americansbeforeillegals #MAGA #WWG1WGA #buildthewall  #trump2020 #lgbtfortrump #madeinusa #democratsvirus #chinesevirus #MAGA  #thestormisnow	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1d98c00a69225ecdb980	00016b1b6b--608f1d98c00a69225ecdb980	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:00.756
@rahmialiyya  me too	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1db9ae061870ad16b225	00016b1b6b--608f1db9ae061870ad16b225	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:33.113
😭	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1db9ae061870ad16b225	00016b1b6b--608f1db9ae061870ad16b225	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:33.113
Hey Raquel,  I think you are perfect! We would love to collab with you! We have an exciting offer for you 💞 DM us @ernestmartheo 💎	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1db9ae061870ad16b225	00016b1b6b--608f1db9ae061870ad16b225	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:33.113
This is horrible and happens to fucking often 😞	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1db9ae061870ad16b225	00016b1b6b--608f1db9ae061870ad16b225	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:33.113
When are they going to lock up daddy and lil killer? It was Feb 23 they decided to become murderers!	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1db9ae061870ad16b225	00016b1b6b--608f1db9ae061870ad16b225	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:33.113
@babixmay how the fuck.. i know about this bc i lived through this shit. nobody brought the word feminist into this besides you and how the fuck am i dragging the name ? your not even listening to what i’m saying	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1db9ae061870ad16b225	00016b1b6b--608f1db9ae061870ad16b225	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:33.113
❤️❤️❤️	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1db9ae061870ad16b225	00016b1b6b--608f1db9ae061870ad16b225	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:46:33.113
@catmelia_ That made perfect sense, Camelia. I couldn't agree with you more. The system does treat us differently to people who go through other traumas if we don't look/behave a certain way. This needs to change! I plan to take a stand for this and make people take rape seriously!. The focus needs to be on helping us heal not on us proving beyond reasonable doubt that the rape happened.	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1de2dce1aa1bd00a8bc7	00016b1b6b--608f1de2dce1aa1bd00a8bc7	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:14.189
@maddie.foxx we will, my life is 10000x better than it was then. Healing takes time but it comes to us all.	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1de2dce1aa1bd00a8bc7	00016b1b6b--608f1de2dce1aa1bd00a8bc7	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:14.189
@madelinemoraless I didn’t f#cking say you were lying you literally said it out of the blue as if to add to your argument I was confirming that you weren’t, I would never call a women a liar if she says she’s a rape victim I was abused for years since I was 6 by the man who raised me lost my entire family my father and my confidence so don’t tell me I’m calling you a liar I asked if you were I don’t even think you’re lying the way you said it out of the blue caught me off guard	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1de2dce1aa1bd00a8bc7	00016b1b6b--608f1de2dce1aa1bd00a8bc7	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:14.189
5My own grandad made sexual remarks about other women or me for my whole childhood. I’m still a fucking child and he comments on my body in a sexual manner so often..	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1de2dce1aa1bd00a8bc7	00016b1b6b--608f1de2dce1aa1bd00a8bc7	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:14.189
12	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1de2dce1aa1bd00a8bc7	00016b1b6b--608f1de2dce1aa1bd00a8bc7	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:14.189
Thank you for your words and empowerment Zetty	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1de2dce1aa1bd00a8bc7	00016b1b6b--608f1de2dce1aa1bd00a8bc7	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:14.189
@gabii._25 when someone is in-between a really emotional issue, taking the courage to speak about what they went through, digging up triggering memories, YOU mofo are interjecting her to say stop using the victim card!!! If you don't realise this, you should be imprisoned in a mental ward for psychopathic behaviour.	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1de2dce1aa1bd00a8bc7	00016b1b6b--608f1de2dce1aa1bd00a8bc7	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:14.189
@lilith.soyoung ❤️	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e04d0bdd872de3ed884	00016b1b6b--608f1e04d0bdd872de3ed884	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:48.613
@jassloading bro is it so much to ask for that u won't touch anyone without permission? like that's not something impossible. if u can't control ur hands, u just better stay home. or go to therapy yk.	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e04d0bdd872de3ed884	00016b1b6b--608f1e04d0bdd872de3ed884	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:48.613
@themattleddick actually , that is what law abiding and responsible gun owners look like buddy . For the most part at least	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e04d0bdd872de3ed884	00016b1b6b--608f1e04d0bdd872de3ed884	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:48.613
You are very strong. Keep believing in yourself and love yourself. Everything will be okay soon! Stay strong and share with your loved ones.	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e04d0bdd872de3ed884	00016b1b6b--608f1e04d0bdd872de3ed884	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:48.613
@teensforpeace wow , This has gone to a whole another level , shame on you women, its not completely fine to be happy when someone died just because you didnt like him, its not fine to be happy when someone died because you felt they were creepy , may be he had an underlying medical condition that made him look like he is a creep ... , if 2 neurons properly click in your brains, you wouldn’t even be commenting this ....	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e04d0bdd872de3ed884	00016b1b6b--608f1e04d0bdd872de3ed884	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:48.613
@teensforpeace wow , its very excellent of you to expect a second grader kid who probably had no sex education to comprehend the grey lines of consent and behave according to that .... well done teensofpeace , wish you could call your own sons as predators if they aint pass the consent test at 2nd grade	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e04d0bdd872de3ed884	00016b1b6b--608f1e04d0bdd872de3ed884	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:48.613
@______justin____ you might be right I’m just not willing to risk it against Trump unless we had a strong candidate like Bernie on the green ticket	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e04d0bdd872de3ed884	00016b1b6b--608f1e04d0bdd872de3ed884	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:47:48.613
😭	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e244277dd7e646504b8	00016b1b6b--608f1e244277dd7e646504b8	c02f27cdd7ed697758009aa7699fd280	APPROVED	2021-05-02T21:48:20.317
This is horrible and happens to fucking often 😞	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e244277dd7e646504b8	00016b1b6b--608f1e244277dd7e646504b8	c02f27cdd7ed697758009aa7699fd280	APPROVED	2021-05-02T21:48:20.317
@rahmialiyya  me too	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e244277dd7e646504b8	00016b1b6b--608f1e244277dd7e646504b8	c02f27cdd7ed697758009aa7699fd280	APPROVED	2021-05-02T21:48:20.317
Hey Raquel,  I think you are perfect! We would love to collab with you! We have an exciting offer for you 💞 DM us @ernestmartheo 💎	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e244277dd7e646504b8	00016b1b6b--608f1e244277dd7e646504b8	c02f27cdd7ed697758009aa7699fd280	APPROVED	2021-05-02T21:48:20.317
❤️❤️❤️	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e244277dd7e646504b8	00016b1b6b--608f1e244277dd7e646504b8	c02f27cdd7ed697758009aa7699fd280	APPROVED	2021-05-02T21:48:20.317
@babixmay how the fuck.. i know about this bc i lived through this shit. nobody brought the word feminist into this besides you and how the fuck am i dragging the name ? your not even listening to what i’m saying	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e244277dd7e646504b8	00016b1b6b--608f1e244277dd7e646504b8	c02f27cdd7ed697758009aa7699fd280	APPROVED	2021-05-02T21:48:20.317
When are they going to lock up daddy and lil killer? It was Feb 23 they decided to become murderers!	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e244277dd7e646504b8	00016b1b6b--608f1e244277dd7e646504b8	c02f27cdd7ed697758009aa7699fd280	APPROVED	2021-05-02T21:48:20.317
@_esthxtique if my son was a kid, then I wouldnt punish him, rather teach and guide him on how to be a better person , I would ask my son to apologize to the girl, I mould my son better , remember you cannot hold a kid guilty for you entire life, if the kid now knows that he did something that you need to endure suffering all through your life, he would be broken and suffer equally from the guilt of his actions through his entire life .... girls also need to be trained and taught and how to manage fellow boys ... and how not to get broken for life ..	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e2d5205fe7265746689	00016b1b6b--608f1e2d5205fe7265746689	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:48:29.849
"@political.baby the ""fired up"" part was not referred to you, don't worry"	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e2d5205fe7265746689	00016b1b6b--608f1e2d5205fe7265746689	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:48:29.849
@howru_tday thank you ❤️❤️❤️	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e2d5205fe7265746689	00016b1b6b--608f1e2d5205fe7265746689	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:48:29.849
@babixmay nothing “creates” a rapist. you should be able to “handle” your desires. i agree that it’s not safe in general but you are blaming the victim	-1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e2d5205fe7265746689	00016b1b6b--608f1e2d5205fe7265746689	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:48:29.849
@eitarmanekicom Not just girls	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e2d5205fe7265746689	00016b1b6b--608f1e2d5205fe7265746689	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:48:29.849
6..	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e2d5205fe7265746689	00016b1b6b--608f1e2d5205fe7265746689	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:48:29.849
@t_violet_valkyrie mine has been 3 years and it still affects me, but we will get through it. ♥️	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e2d5205fe7265746689	00016b1b6b--608f1e2d5205fe7265746689	fa3b0c7d0bd8977714dbac59f35a14f0	APPROVED	2021-05-02T21:48:29.849
12	0				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e6838e2f73c3f106c85	00016b1b6b--608f1e6838e2f73c3f106c85	a0b736ec049fad94231d8d16b371665f	APPROVED	2021-05-02T21:49:28.615
Thank you for your words and empowerment Zetty	1				https://toloka.yandex.ru/task/23796587/00016b1b6b--608f1e6838e2f73c3f106c85	00016b1b6b--608f1e6838e2f73c3f106c85	a0b736ec049fad94231d8d16b371665f	APPROVED	2021-05-02T21:49:28.615
