INPUT:comment	OUTPUT:quality	GOLDEN:quality	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
The nursing home has a drum exercise class ❤️ #love #amazing #drums #music #shoutoutot (h/t rexchapman/TW, via Green Country/FB)	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f135b2b838e478130cca0	00016b194f--608f135b2b838e478130cca0	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:02:19.448
#dúo con @crazybict5 Estoy abierto a escuchar sus defensas 😀 #feministas #kidgettinghurt #fyp #viral #hit #compartir	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f135b2b838e478130cca0	00016b194f--608f135b2b838e478130cca0	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:02:19.448
Part 10 🤯 follow for more 🤩 #fy #fyp #caughtoncamera	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f135b2b838e478130cca0	00016b194f--608f135b2b838e478130cca0	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:02:19.448
YAS!!!!!! Stop crying over spilt milk! #tarot #tarotreading #lawsofattraction #manifest #divinelove #fyp #fy #spirituality #spiritguides #message	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f135b2b838e478130cca0	00016b194f--608f135b2b838e478130cca0	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:02:19.448
HANG ON! 🙌🏼🙏🏼 #selflovebestlove #motivation #womenempowerment #God #faith #pain #fight	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f137dbd792b786fcf0c5c	00016b194f--608f137dbd792b786fcf0c5c	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:02:53.694
@Nasti 💕 님과 #이어찍기 #추천 #fyp #viral #funny #xyzbca #korean #おすすめ	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f137dbd792b786fcf0c5c	00016b194f--608f137dbd792b786fcf0c5c	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:02:53.694
#feministas #añañin😈 #pro #provida💙 #antifeministas #humor #hetero #añañin😈 #me	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f137dbd792b786fcf0c5c	00016b194f--608f137dbd792b786fcf0c5c	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:02:53.694
tão gentil #privatelife #kdrama #dorama	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f137dbd792b786fcf0c5c	00016b194f--608f137dbd792b786fcf0c5c	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:02:53.694
Pelicula : kiss him not me live #asian  #dorama #fyp #foryou #asiticos #drama #kdrama #dorama #kpop #viral #fypシ゚viral #coreanos #kdrama	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f137dbd792b786fcf0c5c	00016b194f--608f137dbd792b786fcf0c5c	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:02:53.694
They make my life a living hell every second of the day but ok #women #womensrights #feminism #AirPodsJUMP	-1				https://toloka.yandex.ru/task/23796047/00016b194f--608f137dbd792b786fcf0c5c	00016b194f--608f137dbd792b786fcf0c5c	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:02:53.694
💚🤍💖👀   ☻ ///// #satisfying #cute #fyp #gel #ecogel #music #hairstyles #tutorial #curlyhair #babyhair #parati #fyp	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f137dbd792b786fcf0c5c	00016b194f--608f137dbd792b786fcf0c5c	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:02:53.694
Pelicula : kiss him not me live #asian  #dorama #fyp #foryou #asiticos #drama #kdrama #dorama #kpop #viral #fypシ゚viral #coreanos #kdrama	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138413b306608cf42ce8	00016b194f--608f138413b306608cf42ce8	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:03:00.640
💚🤍💖👀   ☻ ///// #satisfying #cute #fyp #gel #ecogel #music #hairstyles #tutorial #curlyhair #babyhair #parati #fyp	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138413b306608cf42ce8	00016b194f--608f138413b306608cf42ce8	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:03:00.640
They make my life a living hell every second of the day but ok #women #womensrights #feminism #AirPodsJUMP	-1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138413b306608cf42ce8	00016b194f--608f138413b306608cf42ce8	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:03:00.640
@Nasti 💕 님과 #이어찍기 #추천 #fyp #viral #funny #xyzbca #korean #おすすめ	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138413b306608cf42ce8	00016b194f--608f138413b306608cf42ce8	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:03:00.640
tão gentil #privatelife #kdrama #dorama	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138413b306608cf42ce8	00016b194f--608f138413b306608cf42ce8	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:03:00.640
#feministas #añañin😈 #pro #provida💙 #antifeministas #humor #hetero #añañin😈 #me	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f138413b306608cf42ce8	00016b194f--608f138413b306608cf42ce8	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:03:00.640
HANG ON! 🙌🏼🙏🏼 #selflovebestlove #motivation #womenempowerment #God #faith #pain #fight	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138413b306608cf42ce8	00016b194f--608f138413b306608cf42ce8	d7933e770cb406b495d788d18199e7d6	APPROVED	2021-05-02T21:03:00.640
#adamlambert #cher #foryou #voice #sing #talent #neiperte #viral	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f138b4b93044d506369b5	00016b194f--608f138b4b93044d506369b5	de6c465f09f2c67710de3e6884b7e7bf	APPROVED	2021-05-02T21:03:07.320
Sorry professor #foryou #fyp #foryoupage	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138b4b93044d506369b5	00016b194f--608f138b4b93044d506369b5	de6c465f09f2c67710de3e6884b7e7bf	APPROVED	2021-05-02T21:03:07.320
Oh no a bra strap is showing😱 #feminist #feminism #activism #equality #womensrights #fyp #foryou	-1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138b4b93044d506369b5	00016b194f--608f138b4b93044d506369b5	de6c465f09f2c67710de3e6884b7e7bf	APPROVED	2021-05-02T21:03:07.320
Part 2? #fyp #foryou #foryoupage #viral #deep #lyrics #avicii #music	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f138b4b93044d506369b5	00016b194f--608f138b4b93044d506369b5	de6c465f09f2c67710de3e6884b7e7bf	APPROVED	2021-05-02T21:03:07.320
True?#cobrakai#cobra#kai#johnny#bae#babe#legend#legends#icon#fyp#fypシ#foru#forupage#funny	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f138b4b93044d506369b5	00016b194f--608f138b4b93044d506369b5	de6c465f09f2c67710de3e6884b7e7bf	APPROVED	2021-05-02T21:03:07.320
pov: You thought you had finished me off after you shot me three times. #fyp#foryou#viral#fyp#pov#goodgirls	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138b4b93044d506369b5	00016b194f--608f138b4b93044d506369b5	de6c465f09f2c67710de3e6884b7e7bf	APPROVED	2021-05-02T21:03:07.320
Just call me your fairy godmother ✨ #queenofconfidence #ladypower #spreadselfconfidence #womenempowerment	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f138b4b93044d506369b5	00016b194f--608f138b4b93044d506369b5	de6c465f09f2c67710de3e6884b7e7bf	APPROVED	2021-05-02T21:03:07.320
pov: You thought you had finished me off after you shot me three times. #fyp#foryou#viral#fyp#pov#goodgirls	-1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b04277dd7e64649ca3	00016b194f--608f13b04277dd7e64649ca3	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:03:44.411
Oh no a bra strap is showing😱 #feminist #feminism #activism #equality #womensrights #fyp #foryou	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b04277dd7e64649ca3	00016b194f--608f13b04277dd7e64649ca3	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:03:44.411
Part 2? #fyp #foryou #foryoupage #viral #deep #lyrics #avicii #music	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b04277dd7e64649ca3	00016b194f--608f13b04277dd7e64649ca3	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:03:44.411
True?#cobrakai#cobra#kai#johnny#bae#babe#legend#legends#icon#fyp#fypシ#foru#forupage#funny	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b04277dd7e64649ca3	00016b194f--608f13b04277dd7e64649ca3	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:03:44.411
Just call me your fairy godmother ✨ #queenofconfidence #ladypower #spreadselfconfidence #womenempowerment	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b04277dd7e64649ca3	00016b194f--608f13b04277dd7e64649ca3	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:03:44.411
#adamlambert #cher #foryou #voice #sing #talent #neiperte #viral	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b04277dd7e64649ca3	00016b194f--608f13b04277dd7e64649ca3	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:03:44.411
Sorry professor #foryou #fyp #foryoupage	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b04277dd7e64649ca3	00016b194f--608f13b04277dd7e64649ca3	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:03:44.411
nih buat yg suka asal judge drakor padahal cuman nonton satu drama aja :)) #kdrama #penthouse #penthouse2	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b5022d7b13cb8e332e	00016b194f--608f13b5022d7b13cb8e332e	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:03:49.048
i never said he couldn’t go 💁🏼‍♀️❤️ #fyp #relationship #couplegoals #viral	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b5022d7b13cb8e332e	00016b194f--608f13b5022d7b13cb8e332e	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:03:49.048
Part 10 🤯 follow for more 🤩 #fy #fyp #caughtoncamera	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b5022d7b13cb8e332e	00016b194f--608f13b5022d7b13cb8e332e	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:03:49.048
YAS!!!!!! Stop crying over spilt milk! #tarot #tarotreading #lawsofattraction #manifest #divinelove #fyp #fy #spirituality #spiritguides #message	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b5022d7b13cb8e332e	00016b194f--608f13b5022d7b13cb8e332e	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:03:49.048
#duet with @bobbysrey that cake is beautiful. #fyp #foryou	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b5022d7b13cb8e332e	00016b194f--608f13b5022d7b13cb8e332e	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:03:49.048
#dúo con @crazybict5 Estoy abierto a escuchar sus defensas 😀 #feministas #kidgettinghurt #fyp #viral #hit #compartir	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b5022d7b13cb8e332e	00016b194f--608f13b5022d7b13cb8e332e	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:03:49.048
#stitch with @devin_eschleman22 #DontSweatIt #karen #blacktiktok #biden #bidenwon #womenempowerment	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13b5022d7b13cb8e332e	00016b194f--608f13b5022d7b13cb8e332e	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:03:49.048
#greenscreen #foryoupage #fyp #icon #legend #lifesaver #share #1mil #viral #shareit #queen #king #thankyou #strong #brave #warrior #makemefamous #fun	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13d8591bb91d914dbb4a	00016b194f--608f13d8591bb91d914dbb4a	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:04:24.426
I wasn’t going to post this but here we are lol #FestiveFashion #fyp #clueless #cher #ootd #fashion	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13d8591bb91d914dbb4a	00016b194f--608f13d8591bb91d914dbb4a	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:04:24.426
So... All Lives Matter? 😀 #EnvisionGreatness #conservative #asianlivesmatter #blm #stopaapihate #korean #foryou #foryoupage #fy #fyp #comedy #korean	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13d8591bb91d914dbb4a	00016b194f--608f13d8591bb91d914dbb4a	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:04:24.426
#medschool #medstudent #medicalstudent #doctor #tiktokdoc #resident #equality #microaggressions #physician #premed #premedlife	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13d8591bb91d914dbb4a	00016b194f--608f13d8591bb91d914dbb4a	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:04:24.426
Instead of saying “but not all men are bad” maybe try to empathize for once with what we have to go through, cheers #feminism #feminist #lgbtq #lgbt	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13d8591bb91d914dbb4a	00016b194f--608f13d8591bb91d914dbb4a	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:04:24.426
Лайк-уехала в Корею 😍 Подписка- вышла замуж за корейца🥰 #бтс #бтсарми #bts #btsarmy #kpop #кпоп #myfam #korea #korean #дорама #корея #dorama	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13d8591bb91d914dbb4a	00016b194f--608f13d8591bb91d914dbb4a	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:04:24.426
#Vaush #birthrate #feminism #feminist #womensrights #children #japan	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13d8591bb91d914dbb4a	00016b194f--608f13d8591bb91d914dbb4a	5b952666b0a8786b5a8b15fa21b2db1a	APPROVED	2021-05-02T21:04:24.426
#duet with @bobbysrey that cake is beautiful. #fyp #foryou	1				https://toloka.yandex.ru/task/23796047/00016b194f--608f13f56efd841d656a4951	00016b194f--608f13f56efd841d656a4951	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:04:53.652
#stitch with @devin_eschleman22 #DontSweatIt #karen #blacktiktok #biden #bidenwon #womenempowerment	0				https://toloka.yandex.ru/task/23796047/00016b194f--608f13f56efd841d656a4951	00016b194f--608f13f56efd841d656a4951	aa2f20c0bd0c289a9608167216543f32	APPROVED	2021-05-02T21:04:53.652
